# time (s), x coordinate (m), y coordinate (m)
1.371600000000000136e+03,-4.782060509504940882e+00,4.413176104308511150e+00
1.375200000000000045e+03,-4.744463600006011639e+00,4.323543298480609032e+00
1.378799999999999955e+03,-4.712212054060668009e+00,4.240212293392766618e+00
1.382400000000000091e+03,-4.685511773876439356e+00,4.163155018756418357e+00
1.386000000000000000e+03,-4.664548704253074440e+00,4.092321601229977013e+00
1.389600000000000136e+03,-4.649488085342357024e+00,4.027640884270443422e+00
1.393200000000000045e+03,-4.640473787034253839e+00,3.969021027282672698e+00
1.396799999999999955e+03,-4.637627728004741101e+00,3.916350180718350948e+00
1.400400000000000091e+03,-4.641049382103054732e+00,3.869497233474803899e+00
1.404000000000000000e+03,-4.650815374385913081e+00,3.828312628660448969e+00
1.407600000000000136e+03,-4.666979168724532556e+00,3.792629243529480831e+00
1.411200000000000045e+03,-4.689570848518987312e+00,3.762263329144838409e+00
1.414799999999999955e+03,-4.718596991655576112e+00,3.737015505106514812e+00
1.418400000000000091e+03,-4.754040640437314558e+00,3.716671804482475583e+00
1.422000000000000000e+03,-4.795861366808517268e+00,3.701004763903136041e+00
1.425600000000000136e+03,-4.843995432782178590e+00,3.689774553627564124e+00
1.429200000000000045e+03,-4.898356045566354844e+00,3.682730142261475770e+00
1.432799999999999955e+03,-4.958833706474286451e+00,3.679610490703693060e+00
1.436400000000000091e+03,-5.025296652294583666e+00,3.680145769819572976e+00
1.440000000000000000e+03,-5.097591387394345475e+00,3.684058596287199450e+00
1.443600000000000136e+03,-5.175543304431256431e+00,3.691065281034870083e+00
1.447200000000000045e+03,-5.258957391162380368e+00,3.700877084686592600e+00
1.450799999999999955e+03,-5.347619020459382533e+00,3.713201474455973372e+00
1.454400000000000091e+03,-5.441294820273773425e+00,3.727743376977417089e+00
1.458000000000000000e+03,-5.539733619943286946e+00,3.744206421636973037e+00
1.461600000000000136e+03,-5.642667468893550975e+00,3.762294169062804450e+00
1.465200000000000045e+03,-5.749812723468361142e+00,3.781711319556297468e+00
1.468799999999999955e+03,-5.860871197320115300e+00,3.802164896389141457e+00
1.472400000000000091e+03,-5.975531370509273188e+00,3.823365399057906622e+00
1.476000000000000000e+03,-6.093469652200111497e+00,3.845027921775075352e+00
1.479600000000000136e+03,-6.214351691600736416e+00,3.866873232683256223e+00
1.483200000000000045e+03,-6.337833731579146423e+00,3.888628809506112560e+00
1.486799999999999955e+03,-6.463563999195317322e+00,3.910029827594304841e+00
1.490400000000000091e+03,-6.591184127222612155e+00,3.930820096586243650e+00
1.494000000000000000e+03,-6.720330600591190695e+00,3.950752942180318250e+00
1.497600000000000136e+03,-6.850636221572147022e+00,3.969592029806164213e+00
1.501200000000000045e+03,-6.981731587434196307e+00,3.987112127285850072e+00
1.504799999999999955e+03,-7.113246574245657428e+00,4.003099803890360242e+00
1.508400000000000091e+03,-7.244811820463508134e+00,4.017354063520729213e+00
1.512000000000000000e+03,-7.376060203947852223e+00,4.029686910074894435e+00
1.515600000000000136e+03,-7.506628306065723955e+00,4.039923843399618519e+00
1.519200000000000045e+03,-7.636157856601245797e+00,4.047904284569521671e+00
1.522799999999999955e+03,-7.764297153270501184e+00,4.053481929581177923e+00
1.526400000000000091e+03,-7.890702449748301817e+00,4.056525030897288886e+00
1.530000000000000000e+03,-8.015039306250018925e+00,4.056916606622886334e+00
1.533600000000000136e+03,-8.136983896874459887e+00,4.054554577440456775e+00
1.537200000000000045e+03,-8.256224268101979291e+00,4.049351831772121990e+00
1.540799999999999955e+03,-8.372461543055905508e+00,4.041236219973286303e+00
1.544400000000000091e+03,-8.485411066372920530e+00,4.030150478691522764e+00
1.548000000000000000e+03,-8.594803484789061088e+00,4.016052086845636637e+00
1.551600000000000136e+03,-8.700385758830705640e+00,3.998913054991124039e+00
1.555200000000000045e+03,-8.801922101303725654e+00,3.978719650138583752e+00
1.558799999999999955e+03,-8.899194838596626411e+00,3.955472058379001510e+00
1.562400000000000091e+03,-8.992005191154955668e+00,3.929183987943812184e+00
1.566000000000000000e+03,-9.080173969841085935e+00,3.899882215585991574e+00
1.569600000000000136e+03,-9.163542185266217999e+00,3.867606079410986997e+00
1.573200000000000045e+03,-9.241971567566716672e+00,3.832406921511227971e+00
1.576799999999999955e+03,-9.315344994493818476e+00,3.794347483964638723e+00
1.580400000000000091e+03,-9.383566826092634372e+00,3.753501261945188627e+00
1.584000000000000000e+03,-9.446563144660606426e+00,3.709951817860859258e+00
1.587600000000000136e+03,-9.504281899096627129e+00,3.663792060581445131e+00
1.591200000000000045e+03,-9.556692953176341376e+00,3.615123493943958710e+00
1.594799999999999955e+03,-9.603788037716455506e+00,3.564055438827365307e+00
1.598400000000000091e+03,-9.645580607018080954e+00,3.510704233169910982e+00
1.602000000000000000e+03,-9.682105600404836920e+00,3.455192414361712760e+00
1.605600000000000136e+03,-9.713419110093656883e+00,3.397647888481885481e+00
1.609200000000000045e+03,-9.739597957053009125e+00,3.338203090863671729e+00
1.612799999999999955e+03,-9.760739176912773374e+00,3.276994142462643644e+00
1.616400000000000091e+03,-9.776959418390045897e+00,3.214160006472216669e+00
1.620000000000000000e+03,-9.788394257084828354e+00,3.149841649577977520e+00
1.623600000000000136e+03,-9.795197427875955043e+00,3.084181212167801611e+00
1.627200000000000045e+03,-9.797539979509679142e+00,3.017321191718982387e+00
1.630799999999999955e+03,-9.795609355319619738e+00,2.949403643467410685e+00
1.634400000000000091e+03,-9.789608404345049308e+00,2.880569402327660899e+00
1.638000000000000000e+03,-9.779754327423777482e+00,2.810957329877532551e+00
1.641600000000000136e+03,-9.766277563124649674e+00,2.740703590047251836e+00
1.645200000000000045e+03,-9.749420618651466697e+00,2.669940956962645107e+00
1.648799999999999955e+03,-9.729436851093856475e+00,2.598798158184906448e+00
1.652400000000000091e+03,-9.706589204620252431e+00,2.527399256367441449e+00
1.656000000000000000e+03,-9.681148909402503833e+00,2.455863072114560897e+00
1.659600000000000136e+03,-9.653394148229635263e+00,2.384302650578223659e+00
1.663200000000000045e+03,-9.623608696910000759e+00,2.312824774069456968e+00
1.666799999999999955e+03,-9.592080544674619347e+00,2.241529522691291909e+00
1.670400000000000091e+03,-9.559100500880466811e+00,2.170509884722002791e+00
1.674000000000000000e+03,-9.524960794369741635e+00,2.099851418192212549e+00
1.677600000000000136e+03,-9.489953671869757912e+00,2.029631964808647826e+00
1.681200000000000045e+03,-9.454370001817828495e+00,1.959921417082543416e+00
1.684799999999999955e+03,-9.418497889966539915e+00,1.890781539223344909e+00
1.688400000000000091e+03,-9.382621313066625390e+00,1.822265842059971774e+00
1.692000000000000000e+03,-9.347018776838607934e+00,1.754419511954057098e+00
1.695600000000000136e+03,-9.311962004329549458e+00,1.687279393373863901e+00
1.699200000000000045e+03,-9.277714660609342801e+00,1.620874024505241984e+00
1.702799999999999955e+03,-9.244531119591682611e+00,1.555223724988840317e+00
1.706400000000000091e+03,-9.212655278569686246e+00,1.490340734592094485e+00
1.710000000000000000e+03,-9.182319425835197890e+00,1.426229401351672088e+00
1.713600000000000136e+03,-9.153743166506004059e+00,1.362886417458610389e+00
1.717200000000000045e+03,-9.127132411416784663e+00,1.300301100905480567e+00
1.720799999999999955e+03,-9.102678433639082911e+00,1.238455720673887095e+00
1.724400000000000091e+03,-9.080556996884888932e+00,1.177325863012770091e+00
1.728000000000000000e+03,-9.060927559717606883e+00,1.116880836144253486e+00
1.731600000000000136e+03,-9.043932559146188765e+00,1.057084110535450483e+00
1.735200000000000045e+03,-9.029696776813596060e+00,9.978937916924585094e-01
1.738799999999999955e+03,-9.018326790611697064e+00,9.392631222679901359e-01
1.742400000000000091e+03,-9.009910514162555728e+00,8.811410101269950834e-01
1.746000000000000000e+03,-9.004516826203179392e+00,8.234725788865152607e-01
1.749600000000000136e+03,-9.002195291498184204e+00,7.661997373370521558e-01
1.753200000000000045e+03,-9.002975974485039501e+00,7.092617640636906806e-01
1.756799999999999955e+03,-9.006869346431406242e+00,6.525959035164542454e-01
1.760400000000000091e+03,-9.013866286454874199e+00,5.961379697311459669e-01
1.764000000000000000e+03,-9.023938176325158267e+00,5.398229538745763501e-01
1.767600000000000136e+03,-9.037037088538427909e+00,4.835856317815672156e-01
1.771200000000000045e+03,-9.053096066725583313e+00,4.273611676655688640e-01
1.774799999999999955e+03,-9.072029497032643164e+00,3.710857102199503488e-01
1.778400000000000091e+03,-9.093733568693814107e+00,3.146969773828658945e-01
1.782000000000000000e+03,-9.118086821608395454e+00,2.581348261146191869e-01
1.785600000000000136e+03,-9.144950778333152286e+00,2.013418036325320126e-01
1.789200000000000045e+03,-9.174170657513943894e+00,1.442636766634628198e-01
1.792799999999999955e+03,-9.205576165406153422e+00,8.684993540820036551e-02
1.796400000000000091e+03,-9.238982361774498386e+00,2.905426906392079983e-02
1.800000000000000000e+03,-9.274190596120375218e+00,-2.916499007991970455e-02
1.803600000000000136e+03,-9.310989509861471447e+00,-8.784445677139890440e-02
1.807200000000000045e+03,-9.349156099784153184e+00,-1.470153197499959319e-01
1.810799999999999955e+03,-9.388456837806776534e+00,-2.067030079077885885e-01
1.814400000000000091e+03,-9.428648841832078631e+00,-2.669268978130596159e-01
1.818000000000000000e+03,-9.469481092230463304e+00,-3.277000645112482791e-01
1.821600000000000136e+03,-9.510695688284600990e+00,-3.890290772673608566e-01
1.825200000000000045e+03,-9.552029138740479652e+00,-4.509138416537415428e-01
1.828799999999999955e+03,-9.593213680450809022e+00,-5.133474891189820921e-01
1.832400000000000091e+03,-9.633978618965404195e+00,-5.763163148988047491e-01
1.836000000000000000e+03,-9.674051684819769292e+00,-6.397997648499330614e-01
1.839600000000000136e+03,-9.713160399197985129e+00,-7.037704715042036874e-01
1.843200000000000045e+03,-9.751033442599851497e+00,-7.681943393543202436e-01
1.846799999999999955e+03,-9.787402020125519186e+00,-8.330306790960776420e-01
1.850400000000000091e+03,-9.822001217002348739e+00,-8.982323902660508397e-01
1.854000000000000000e+03,-9.854571338020351234e+00,-9.637461914302718480e-01
1.857600000000000136e+03,-9.884859224612618789e+00,-1.029512896799715582e+00
1.861200000000000045e+03,-9.912619543415576828e+00,-1.095467737873948577e+00
1.864799999999999955e+03,-9.937616040270981443e+00,-1.161540728446602833e+00
1.868400000000000091e+03,-9.959622753786241844e+00,-1.227657071046793558e+00
1.872000000000000000e+03,-9.978425182750411793e+00,-1.293737602640461226e+00
1.875600000000000136e+03,-9.993821401911473501e+00,-1.359699277176626087e+00
1.879200000000000045e+03,-1.000562312085246930e+01,-1.425455682336284946e+00
1.882799999999999955e+03,-1.001365668096118711e+01,-1.490917587628238561e+00
1.886400000000000091e+03,-1.001776398576749827e+01,-1.555993520776902228e+00
1.890000000000000000e+03,-1.001780336022421913e+01,-1.620590369163753541e+00
1.893600000000000136e+03,-1.001365033482839095e+01,-1.684614002917148801e+00
1.897200000000000045e+03,-1.000519835082097053e+01,-1.747969916096042242e+00
1.900799999999999955e+03,-9.992359383060678724e+00,-1.810563882282301806e+00
1.904400000000000091e+03,-9.975064477540826147e+00,-1.872302620784553673e+00
1.908000000000000000e+03,-9.953264200906271952e+00,-1.933094469564784479e+00
1.911600000000000136e+03,-9.926928999726699843e+00,-1.992850060927360722e+00
1.915200000000000045e+03,-9.896049467693128321e+00,-2.051482995959619693e+00
1.918799999999999955e+03,-9.860636519323316307e+00,-2.108910513683768695e+00
1.922400000000000091e+03,-9.820721469186912245e+00,-2.165054150871947858e+00
1.926000000000000000e+03,-9.776356016091904522e+00,-2.219840388489935368e+00
1.929600000000000136e+03,-9.727612132106527199e+00,-2.273201280770349442e+00
1.933200000000000045e+03,-9.674581856725039231e+00,-2.325075062973100071e+00
1.936799999999999955e+03,-9.617376996918189036e+00,-2.375406733969041007e+00
1.940400000000000091e+03,-9.556128734239095479e+00,-2.424148609882192940e+00
1.944000000000000000e+03,-9.490987140579740355e+00,-2.471260845145920815e+00
1.947600000000000136e+03,-9.422120604590876525e+00,-2.516711917468669846e+00
1.951200000000000045e+03,-9.349715171187032325e+00,-2.560479073364678726e+00
1.954799999999999955e+03,-9.273973796956262561e+00,-2.602548731083785594e+00
1.958400000000000091e+03,-9.195115524679723151e+00,-2.642916837971106325e+00
1.962000000000000000e+03,-9.113374580537634273e+00,-2.681589179501366438e+00
1.965600000000000136e+03,-9.028999397933260340e+00,-2.718581637462659462e+00
1.969200000000000045e+03,-8.942251572204225951e+00,-2.753920395009649802e+00
1.972799999999999955e+03,-8.853404750809351853e+00,-2.787642086565311761e+00
1.976400000000000091e+03,-8.762743463877031402e+00,-2.819793890822209992e+00
1.980000000000000000e+03,-8.670561900277302669e+00,-2.850433565377532563e+00
1.983600000000000136e+03,-8.577162634632969684e+00,-2.879629421829475344e+00
1.987200000000000045e+03,-8.482855310913723912e+00,-2.907460240464556200e+00
1.990799999999999955e+03,-8.387955288460462455e+00,-2.934015123974538675e+00
1.994400000000000091e+03,-8.292782256464448665e+00,-2.959393289956601780e+00
1.998000000000000000e+03,-8.197658823075567369e+00,-2.983703802269209948e+00
2.001600000000000136e+03,-8.102909085436539982e+00,-3.007065241637765673e+00
2.005200000000000045e+03,-8.008857187033868286e+00,-3.029605316226569922e+00
2.008799999999999955e+03,-7.915825868821535494e+00,-3.051460413215448142e+00
2.012400000000000091e+03,-7.824135020609625180e+00,-3.072775092739012059e+00
2.016000000000000000e+03,-7.734100239217259087e+00,-3.093701525862178947e+00
2.019600000000000136e+03,-7.646031399867010414e+00,-3.114398878575984408e+00
2.023200000000000045e+03,-7.560231247246484543e+00,-3.135032644100771204e+00
2.026799999999999955e+03,-7.476994012582841798e+00,-3.155773926078648817e+00
2.030400000000000091e+03,-7.396604062967093718e+00,-3.176798675521548265e+00
2.034000000000000000e+03,-7.319334589028192006e+00,-3.198286884654137907e+00
2.037600000000000136e+03,-7.245446336892996442e+00,-3.220421741050917053e+00
2.041200000000000045e+03,-7.175186390176983231e+00,-3.243388745712207033e+00
2.044799999999999955e+03,-7.108787007533983626e+00,-3.267374798953673665e+00
2.048400000000000091e+03,-7.046464521051687413e+00,-3.292567258196927860e+00
2.052000000000000000e+03,-6.988418300514305237e+00,-3.319152971943542418e+00
2.055599999999999909e+03,-6.934829788265717276e+00,-3.347317294390336873e+00
2.059200000000000273e+03,-6.885861609097402969e+00,-3.377243085299320047e+00
2.062800000000000182e+03,-6.841656759256527387e+00,-3.409109699869905974e+00
2.066400000000000091e+03,-6.802337878321633724e+00,-3.443091973473353828e+00
2.070000000000000000e+03,-6.768006607329731139e+00,-3.479359206199315491e+00
2.073599999999999909e+03,-6.738743036158532540e+00,-3.518074152230727059e+00
2.077200000000000273e+03,-6.714605242774922544e+00,-3.559392019106194738e+00
2.080800000000000182e+03,-6.695628926556040916e+00,-3.603459481947747900e+00
2.084400000000000091e+03,-6.681827137474735778e+00,-3.650413717726138874e+00
2.088000000000000000e+03,-6.673190102518340439e+00,-3.700381464605545290e+00
2.091599999999999909e+03,-6.669685150281297936e+00,-3.753478111354924263e+00
2.095200000000000273e+03,-6.671256734238898645e+00,-3.809806821733816573e+00
2.098800000000000182e+03,-6.677826554774211054e+00,-3.869457698656821432e+00
2.102400000000000091e+03,-6.689293779594661871e+00,-3.932506992813301405e+00
2.106000000000000000e+03,-6.705535361740887268e+00,-3.999016360267812598e+00
2.109599999999999909e+03,-6.726406453959770104e+00,-4.069032173392230334e+00
2.113200000000000273e+03,-6.751740917788999319e+00,-4.142584889284205651e+00
2.116800000000000182e+03,-6.781351925282777415e+00,-4.219688479608141307e+00
2.120400000000000091e+03,-6.815032650899891742e+00,-4.300339925555817011e+00
2.124000000000000000e+03,-6.852557050678528938e+00,-4.384518781365150275e+00
2.127599999999999909e+03,-6.893680725437418388e+00,-4.472186809557849863e+00
2.131200000000000273e+03,-6.938141864373355006e+00,-4.563287690761686832e+00
2.134800000000000182e+03,-6.985662265071384880e+00,-4.657746810671736348e+00
2.138400000000000091e+03,-7.035948425608111734e+00,-4.755471126378473912e+00
2.142000000000000000e+03,-7.088692704111950071e+00,-4.856349113950763297e+00
2.145599999999999909e+03,-7.143574540848094401e+00,-4.960250798809635597e+00
2.149200000000000273e+03,-7.200261737622071223e+00,-5.067027870066339368e+00
2.152800000000000182e+03,-7.258411789044741269e+00,-5.176513879626654990e+00
2.156400000000000091e+03,-7.317673259975030930e+00,-5.288524526484658317e+00
2.160000000000000000e+03,-7.377687203255262283e+00,-5.402858026244977907e+00
2.163599999999999909e+03,-7.438088611678717932e+00,-5.519295565524437563e+00
2.167200000000000273e+03,-7.498507897980632109e+00,-5.637601840493831951e+00
2.170800000000000182e+03,-7.558572396522887260e+00,-5.757525678430162941e+00
2.174400000000000091e+03,-7.617907880249830121e+00,-5.878800740760759425e+00
2.178000000000000000e+03,-7.676140086428175913e+00,-6.001146305695200134e+00
2.181599999999999909e+03,-7.732896244648002515e+00,-6.124268128160335500e+00
2.185200000000000273e+03,-7.787806600554922909e+00,-6.247859374380288600e+00
2.188800000000000182e+03,-7.840505928805205471e+00,-6.371601628078328972e+00
2.192400000000000091e+03,-7.890635028785829341e+00,-6.495165964922838597e+00
2.196000000000000000e+03,-7.937842196720541921e+00,-6.618214091497382157e+00
2.199599999999999909e+03,-7.981784667889243678e+00,-6.740399544745649507e+00
2.203200000000000273e+03,-8.022130022822821616e+00,-6.861368947529050466e+00
2.206800000000000182e+03,-8.058557551496040361e+00,-6.980763315637534383e+00
2.210400000000000091e+03,-8.090759569728767531e+00,-7.098219411316232907e+00
2.214000000000000000e+03,-8.118442682217809292e+00,-7.213371138111376979e+00
2.217599999999999909e+03,-8.141328986858468397e+00,-7.325850971601385986e+00
2.221200000000000273e+03,-8.159157215274710495e+00,-7.435291420363291159e+00
2.224800000000000182e+03,-8.171683804758284708e+00,-7.541326511332135496e+00
2.228400000000000091e+03,-8.178683897119936930e+00,-7.643593293543204936e+00
2.232000000000000000e+03,-8.179952260277147502e+00,-7.741733354103773834e+00
2.235599999999999909e+03,-8.175304128742610033e+00,-7.835394340124430812e+00
2.239200000000000273e+03,-8.164575959533186378e+00,-7.924231480249602555e+00
2.242800000000000182e+03,-8.147626100389855353e+00,-8.007909099364422190e+00
2.246400000000000091e+03,-8.124335367582224521e+00,-8.086102120019345918e+00
2.250000000000000000e+03,-8.094607530966271725e+00,-8.158497544107271793e+00
2.253599999999999909e+03,-8.058369704367970954e+00,-8.224795908348847107e+00
2.257200000000000273e+03,-8.015572639777433395e+00,-8.284712707190962533e+00
2.260800000000000182e+03,-7.966190924255876382e+00,-8.337979776801381249e+00
2.264400000000000091e+03,-7.910223078879536018e+00,-8.384346633948140948e+00
2.268000000000000000e+03,-7.847691559468281675e+00,-8.423581763685991319e+00
2.271599999999999909e+03,-7.778642659270743387e+00,-8.455473849933145658e+00
2.275200000000000273e+03,-7.703146314200065348e+00,-8.479832943209464347e+00
2.278800000000000182e+03,-7.621295811633037154e+00,-8.496491560021020462e+00
2.282400000000000091e+03,-7.533207404198781987e+00,-8.505305708615479077e+00
2.286000000000000000e+03,-7.439019830389178800e+00,-8.506155836096221279e+00
2.289599999999999909e+03,-7.338893744220220228e+00,-8.498947692170538915e+00
2.293200000000000273e+03,-7.233011056559930374e+00,-8.483613105116409869e+00
2.296800000000000182e+03,-7.121574191112125973e+00,-8.460110665883055603e+00
2.300400000000000091e+03,-7.004805258405293777e+00,-8.428426316590490686e+00
2.304000000000000000e+03,-6.882945151479498591e+00,-8.388573840061846809e+00
2.307599999999999909e+03,-6.756252567291934241e+00,-8.340595247407458501e+00
2.311200000000000273e+03,-6.625002958169326384e+00,-8.284561061080117028e+00
2.314800000000000182e+03,-6.489487417924523882e+00,-8.220570491234781230e+00
2.318400000000000091e+03,-6.350011507522109078e+00,-8.148751503651979533e+00
2.322000000000000000e+03,-6.206894025422426964e+00,-8.069260777919348371e+00
2.325599999999999909e+03,-6.060465727956536597e+00,-7.982283555010257992e+00
2.329200000000000273e+03,-5.911068005281195248e+00,-7.888033373847934904e+00
2.332800000000000182e+03,-5.759051518637038569e+00,-7.786751696898490671e+00
2.336400000000000091e+03,-5.604774804779219188e+00,-7.678707425292722988e+00
2.340000000000000000e+03,-5.448602853571749449e+00,-7.564196304434203988e+00
2.343599999999999909e+03,-5.290905664829965716e+00,-7.443540221506511401e+00
2.347200000000000273e+03,-5.132056790563965798e+00,-7.317086396745409616e+00
2.350800000000000182e+03,-4.972431868814465972e+00,-7.185206470787663058e+00
2.354400000000000091e+03,-4.812407155286613225e+00,-7.048295490848750511e+00
2.358000000000000000e+03,-4.652358058971245214e+00,-6.906770798910660147e+00
2.361599999999999909e+03,-4.492657687902216423e+00,-6.761070825520784311e+00
2.365200000000000273e+03,-4.333675411129515709e+00,-6.611653793208426499e+00
2.368800000000000182e+03,-4.175775442892271982e+00,-6.458996333916356747e+00
2.372400000000000091e+03,-4.019315454855474812e+00,-6.303592025219804995e+00
2.376000000000000000e+03,-3.864645222126864788e+00,-6.145949850460941555e+00
2.379599999999999909e+03,-3.712105308600523124e+00,-5.986592588264323389e+00
2.383200000000000273e+03,-3.562025796977753789e+00,-5.826055137212804880e+00
2.386800000000000182e+03,-3.414725068599734570e+00,-5.664882781757340169e+00
2.390400000000000091e+03,-3.270508637985764633e+00,-5.503629405701041755e+00
2.394000000000000000e+03,-3.129668046712751561e+00,-5.342855659842803639e+00
2.397599999999999909e+03,-2.992479820990869399e+00,-5.183127090580798679e+00
2.401200000000000273e+03,-2.859204496994962152e+00,-5.025012236467747861e+00
2.404800000000000182e+03,-2.730085717696078440e+00,-4.869080699869207329e+00
2.408400000000000091e+03,-2.605349404609781594e+00,-4.715901201009814692e+00
2.412000000000000000e+03,-2.485203007535224717e+00,-4.566039621794601544e+00
2.415599999999999909e+03,-2.369834835004213769e+00,-4.420057046864658723e+00
2.419200000000000273e+03,-2.259413467795484465e+00,-4.278507809389240357e+00
2.422800000000000182e+03,-2.154087257495068908e+00,-4.141937549106486927e+00
2.426400000000000091e+03,-2.053983911704230891e+00,-4.010881290106591557e+00
2.430000000000000000e+03,-1.959210167109614487e+00,-3.885861545799017769e+00
2.433599999999999909e+03,-1.869851551242311283e+00,-3.767386458425776130e+00
2.437200000000000273e+03,-1.785972233360440642e+00,-3.655947980369230521e+00
2.440800000000000182e+03,-1.707614964500068888e+00,-3.552020104362610731e+00
2.444400000000000091e+03,-1.634801106349224931e+00,-3.456057149538661388e+00
2.448000000000000000e+03,-1.567530748215025138e+00,-3.368492110052732968e+00
2.451599999999999909e+03,-1.505782910972970123e+00,-3.289735072787569159e+00
2.455200000000000273e+03,-1.449515836514400746e+00,-3.220171710391954267e+00
2.458800000000000182e+03,-1.398667360843337981e+00,-3.160161855624056049e+00
2.462400000000000091e+03,-1.353155368618897514e+00,-3.110038162663212091e+00
2.466000000000000000e+03,-1.312878326597098244e+00,-3.070104860724478524e+00
2.469599999999999909e+03,-1.277715893095630495e+00,-3.040636604956969524e+00
2.473200000000000273e+03,-1.247529600290632423e+00,-3.021877429234316903e+00
2.476800000000000182e+03,-1.222163605854915680e+00,-3.014039805051992982e+00
2.480400000000000091e+03,-1.201445510165824349e+00,-3.017303810336534831e+00
2.484000000000000000e+03,-1.185187235047070020e+00,-3.031816411544435930e+00
2.487599999999999909e+03,-1.173185959765477016e+00,-3.057690861988155095e+00
2.491200000000000273e+03,-1.165225109780054114e+00,-3.095006218873265436e+00
2.494800000000000182e+03,-1.161075393539220180e+00,-3.143806981067027717e+00
2.498400000000000091e+03,-1.160495882442369675e+00,-3.204102849146431176e+00
2.502000000000000000e+03,-1.163235128925474759e+00,-3.275868608794683112e+00
2.505599999999999909e+03,-1.169032317497421092e+00,-3.359044138131487056e+00
2.509200000000000273e+03,-1.177618443444807816e+00,-3.453534539076550391e+00
2.512800000000000182e+03,-1.188717513838378759e+00,-3.559210392358440611e+00
2.516400000000000091e+03,-1.202047765414416158e+00,-3.675908135296341861e+00
2.520000000000000000e+03,-1.217322893869246636e+00,-3.803430560999518040e+00
2.523599999999999909e+03,-1.234253289094863204e+00,-3.941547437153947619e+00
2.527200000000000273e+03,-1.252547270898034082e+00,-4.089996242095665480e+00
2.530800000000000182e+03,-1.271912319784407108e+00,-4.248483015412007902e+00
2.534400000000000091e+03,-1.292056297452244928e+00,-4.416683319862668711e+00
2.538000000000000000e+03,-1.312688651727616618e+00,-4.594243310978703754e+00
2.541599999999999909e+03,-1.333521600783115435e+00,-4.780780910276943629e+00
2.545200000000000273e+03,-1.354271291615179784e+00,-4.975887077624170374e+00
2.548800000000000182e+03,-1.374658927910048734e+00,-5.179127177901367673e+00
2.552400000000000091e+03,-1.394411862604262531e+00,-5.390042436752399801e+00
2.556000000000000000e+03,-1.413264650641838704e+00,-5.608151479859525779e+00
2.559599999999999909e+03,-1.430960057645459971e+00,-5.832951949866454378e+00
2.563200000000000273e+03,-1.447250020452408137e+00,-6.063922194774892027e+00
2.566800000000000182e+03,-1.461896555716055701e+00,-6.300523021368143795e+00
2.570400000000000091e+03,-1.474672613039684110e+00,-6.542199506972879774e+00
2.574000000000000000e+03,-1.485362869389382778e+00,-6.788382862651380911e+00
2.577599999999999909e+03,-1.493764461826020851e+00,-7.038492340730341468e+00
2.581200000000000273e+03,-1.499687655900666661e+00,-7.291937179410364678e+00
2.584800000000000182e+03,-1.502956447372740589e+00,-7.548118577073225310e+00
2.588400000000000091e+03,-1.503409095233066317e+00,-7.806431688802254243e+00
2.592000000000000000e+03,-1.500898584344440678e+00,-8.066267637563111492e+00
2.595599999999999909e+03,-1.495293016347738257e+00,-8.327015532454417723e+00
2.599200000000000273e+03,-1.486475927821164333e+00,-8.588064486428638844e+00
2.602800000000000182e+03,-1.474346535021904714e+00,-8.848805625909212935e+00
2.606400000000000091e+03,-1.458819904881837992e+00,-9.108634084781284557e+00
2.610000000000000000e+03,-1.439827052270411079e+00,-9.366950975320506245e+00
2.613599999999999909e+03,-1.417314963876715961e+00,-9.623165328735579394e+00
2.617200000000000273e+03,-1.391246549397701315e+00,-9.876695998146885813e+00
2.620800000000000182e+03,-1.361600521048757839e+00,-1.012697351699260473e+01
2.624400000000000091e+03,-1.328371202735041390e+00,-1.037344190605679550e+01
2.628000000000000000e+03,-1.291568270535720098e+00,-1.061556042253826782e+01
2.631599999999999909e+03,-1.251216426456846609e+00,-1.085280524483424891e+01
2.635200000000000273e+03,-1.207355007701099492e+00,-1.108467108698921066e+01
2.638800000000000182e+03,-1.160037533982491098e+00,-1.131067273706074872e+01
2.642400000000000091e+03,-1.109331195679904347e+00,-1.153034651397889654e+01
2.646000000000000000e+03,-1.055316285874679183e+00,-1.174325163781788639e+01
2.649599999999999909e+03,-9.980855795520290341e-01,-1.194897150876507830e+01
2.653200000000000273e+03,-9.377436634643739888e-01,-1.214711489045087411e+01
2.656800000000000182e+03,-8.744062203541517198e-01,-1.233731699370299140e+01
2.660400000000000091e+03,-8.081992714152835822e-01,-1.251924045719822765e+01
2.664000000000000000e+03,-7.392583810335310313e-01,-1.269257622191082469e+01
2.667599999999999909e+03,-6.677278279879741429e-01,-1.285704429668997761e+01
2.671200000000000273e+03,-5.937597474159751476e-01,-1.301239441274433872e+01
2.674800000000000182e+03,-5.175132479441857392e-01,-1.315840656526095387e+01
2.678400000000000091e+03,-4.391535084656968957e-01,-1.329489144084293173e+01
2.682000000000000000e+03,-3.588508591001895454e-01,-1.342169072990881773e+01
2.685599999999999909e+03,-2.767798509084994363e-01,-1.353867732365646148e+01
2.689200000000000273e+03,-1.931183189453233862e-01,-1.364575539565492157e+01
2.692800000000000182e+03,-1.080464432253069040e-01,-1.374286036858316074e+01
2.696400000000000091e+03,-2.174581214633716439e-02,-1.382995876708831595e+01
2.700000000000000000e+03,6.560150713743437279e-02,-1.390704795818068540e+01
2.703599999999999909e+03,1.538138869740568460e-01,-1.397415578102151734e+01
